Datetime,Close,Comp,Predicted_Close
1/1/2021 9:30,36.79000092,0.2653,36.310955
1/1/2021 10:00,36.79000092,0.2451,36.325344
1/1/2021 10:30,36.79000092,0.25764,36.337463
1/1/2021 11:00,36.79000092,0.11325,36.344875
1/1/2021 11:30,36.79000092,0.501366667,36.3397
1/1/2021 12:00,36.79000092,0,36.36121
1/1/2021 12:30,36.79000092,0.07768,36.33725
1/1/2021 13:00,36.79000092,0,36.33589
1/1/2021 13:30,36.79000092,0.2567,36.333035
1/1/2021 14:00,36.79000092,0.11972,36.351734
1/1/2021 15:00,36.79000092,0.163025,36.35171
4/1/2021 9:00,36.79000092,0.308233333,36.355587
4/1/2021 9:30,36.66830063,-0.1986,36.364914
4/1/2021 10:00,36.50659943,0.0349875,36.316315
4/1/2021 10:30,36.54499817,-0.0285125,36.279697
4/1/2021 11:00,36.53010178,0.110185714,36.251305
4/1/2021 11:30,36.34999847,0.2530875,36.240383
4/1/2021 12:00,36.39500046,0.332922222,36.209923
4/1/2021 12:30,36.33499908,0.038255556,36.19119
4/1/2021 13:00,36.43000031,0.289590909,36.14816
4/1/2021 13:30,36.49000168,0.0127625,36.153084
4/1/2021 14:00,36.457901,-0.00866087,36.15099
4/1/2021 14:30,36.60889816,0.100173333,36.154247
4/1/2021 15:00,36.65000153,0.12424,36.193108
5/1/2021 9:00,36.81999969,-0.06162,36.23254
5/1/2021 9:30,36.77999878,0.199,36.27698
5/1/2021 10:00,36.7798996,-0.171425,36.32668
5/1/2021 10:30,36.7215004,-0.035425,36.32994
5/1/2021 11:00,36.90000153,0.242171429,36.336613
5/1/2021 11:30,36.97999954,-0.0778375,36.3831
5/1/2021 12:00,37.17499924,-0.034690909,36.401806
5/1/2021 12:30,37.36500168,0.295066667,36.455452
5/1/2021 13:00,37.18999863,0.233542857,36.549477
5/1/2021 13:30,37.06499863,0.003906667,36.577568
5/1/2021 14:00,37.22589874,0.558755556,36.55277
5/1/2021 14:30,37.25,0.1932,36.587166
5/1/2021 15:00,37.18500137,-0.125036364,36.57908
6/1/2021 9:00,37.18999863,0.26335,36.54754
6/1/2021 9:30,37.06499863,-0.2732,36.55681
6/1/2021 10:00,37.18999863,0.0772,36.50634
6/1/2021 10:30,37.29499817,0.24994,36.523064
6/1/2021 11:00,37.34000015,0.119175,36.561577
6/1/2021 11:30,37.15000153,0.068,36.587215
6/1/2021 12:00,37.17309952,0.11682,36.5737
6/1/2021 12:30,37.29330063,0.24494,36.566322
6/1/2021 13:00,37.33499908,0.28996875,36.584007
6/1/2021 13:30,37.3219986,0.297923529,36.603462
6/1/2021 14:00,37.02999878,-0.12673125,36.613438
6/1/2021 14:30,37.00500107,0.019190476,36.547
6/1/2021 15:00,36.95500183,-0.0903,36.50736
7/1/2021 9:00,36.88000107,-0.2896,36.464073
7/1/2021 10:00,36.97999954,0.6486,36.4155
7/1/2021 10:30,37.09209824,0.085933333,36.45683
7/1/2021 11:00,36.99499893,0.1428,36.460155
7/1/2021 11:30,36.95999908,-0.11711,36.45987
7/1/2021 12:00,36.90000153,-0.178616667,36.43825
7/1/2021 12:30,36.90999985,0.11368,36.415623
7/1/2021 13:00,36.86000061,0.1342,36.42264
7/1/2021 13:30,36.875,0.184233333,36.41673
7/1/2021 14:00,36.92499924,0.0736125,36.414207
7/1/2021 14:30,36.99259949,-0.035009091,36.4113
7/1/2021 15:00,37.09000015,0.288566667,36.416634
8/1/2021 9:00,37.04999924,0.254981818,36.46094
8/1/2021 9:30,37.34999847,0.255228571,36.480034
8/1/2021 10:00,37.11999893,0.1647,36.53845
8/1/2021 10:30,37.05699921,0.071245455,36.539818
8/1/2021 11:00,37.06999969,0.168511111,36.520866
8/1/2021 11:30,37.21500015,0.005671429,36.512173
8/1/2021 12:00,37.11259842,0.127957895,36.517292
8/1/2021 12:30,37.05500031,0.266022222,36.519093
8/1/2021 13:00,37.09000015,0.309516667,36.516617
8/1/2021 13:30,37,0.3131375,36.516003
8/1/2021 14:00,36.92549896,0.172886667,36.49657
8/1/2021 14:30,37.08499908,0.1354375,36.45879
8/1/2021 15:00,37.17499924,0.166906667,36.457203
11/1/2021 10:00,37.29000092,0.6249,36.479774
11/1/2021 10:30,37.30500031,0.5372,36.544678
11/1/2021 11:00,37.29539871,0.575333333,36.579945
11/1/2021 11:30,37.27999878,0.34565,36.59948
11/1/2021 12:00,37.36000061,0.092114286,36.591675
11/1/2021 12:30,37.55250168,0.291625,36.586994
11/1/2021 13:00,37.76499939,0.339675,36.63537
11/1/2021 13:30,37.60499954,-0.03504,36.71006
11/1/2021 14:00,37.58499908,0.069117647,36.718674
11/1/2021 14:30,37.69670105,0.230652941,36.733097
11/1/2021 15:00,37.68999863,0.223275,36.767235
12/1/2021 9:00,37.77000046,0.4767,36.78542
12/1/2021 9:30,37.56999969,0,36.820774
12/1/2021 10:00,37.11309814,0.4927,36.778748
12/1/2021 10:30,37.02000046,0.3592,36.70234
12/1/2021 11:30,36.93500137,0.2382,36.602184
12/1/2021 12:00,36.85499954,0.461033333,36.505802
12/1/2021 12:30,36.86740112,0.097085714,36.437202
12/1/2021 13:00,36.88499832,-0.044092857,36.37596
12/1/2021 13:30,37.02000046,0.192621429,36.345654
12/1/2021 14:00,36.97499847,0.105846154,36.375263
12/1/2021 14:30,37,0.15525,36.39377
12/1/2021 15:00,37.02000046,0.103942308,36.4199
13/1/2021 10:00,36.78010178,-0.0251,36.439648
13/1/2021 10:30,36.80500031,0.048375,36.4085
13/1/2021 11:00,36.71500015,-0.052542857,36.39169
13/1/2021 11:30,36.74000168,0.7096,36.35719
13/1/2021 12:00,36.78499985,0.393125,36.37655
13/1/2021 13:00,36.77209854,0.344609091,36.362118
13/1/2021 13:30,36.77999878,0.16755,36.34763
13/1/2021 14:00,36.80250168,-0.050333333,36.33027
13/1/2021 14:30,36.83499908,0.191233333,36.316578
13/1/2021 15:00,36.86999893,-0.072091667,36.337444
14/1/2021 9:00,36.86000061,0,36.343563
14/1/2021 9:30,36.71500015,-0.034233333,36.360096
14/1/2021 10:00,36.6969986,0.1099,36.34809
14/1/2021 10:30,36.79499817,0.9062,36.343304
14/1/2021 11:30,36.77230072,0.3454,36.390255
14/1/2021 12:00,36.81499863,0.256766667,36.366817
14/1/2021 12:30,36.91999817,0.335625,36.354973
14/1/2021 13:00,36.90409851,0.1638,36.371063
14/1/2021 13:30,36.91009903,0.211082353,36.373196
14/1/2021 14:00,36.92499924,0.273690909,36.384686
14/1/2021 14:30,36.91999817,0.096081818,36.400032
14/1/2021 15:00,36.8669014,0.445418182,36.39904
15/1/2021 9:00,36.74000168,0,36.41279
15/1/2021 9:30,36.66389847,0.1531,36.366413
15/1/2021 10:00,36.44900131,0.3982,36.335148
15/1/2021 10:30,36.58940125,0,36.28613
15/1/2021 11:00,36.65999985,0.13556,36.242966
15/1/2021 11:30,36.65999985,0.243094444,36.244553
15/1/2021 12:00,36.6570015,0.25574,36.258614
15/1/2021 12:30,36.625,0.24975,36.27053
15/1/2021 13:00,36.72000122,0.2284,36.272846
15/1/2021 13:30,36.70000076,0.276690909,36.2873
15/1/2021 14:00,36.74000168,0.282242857,36.298355
15/1/2021 14:30,36.66500092,0.12204,36.31113
15/1/2021 15:00,36.72499847,0.108543478,36.297634
18/1/2021 9:30,36.70000076,-0.026,36.29925
18/1/2021 11:00,36.70000076,0.4767,36.291348
18/1/2021 11:30,36.70000076,0.6908,36.32044
18/1/2021 12:00,36.70000076,0,36.337738
18/1/2021 12:30,36.70000076,0.335466667,36.299694
18/1/2021 13:00,36.70000076,0.561116667,36.30449
18/1/2021 13:30,36.70000076,0.0386,36.314587
18/1/2021 14:00,36.70000076,-0.05154,36.286255
18/1/2021 14:30,36.70000076,-0.12107,36.27354
18/1/2021 15:00,36.70000076,0.4135,36.269596
19/1/2021 9:00,36.70000076,0.4389,36.307842
19/1/2021 9:30,36.86999893,0.09345,36.324226
19/1/2021 10:00,36.73500061,-0.5423,36.336987
19/1/2021 10:30,36.79999924,0.119175,36.291443
19/1/2021 11:00,36.83000183,0,36.333466
19/1/2021 11:30,36.79499817,0.695833333,36.35333
19/1/2021 12:00,36.77500153,0.2367,36.403084
19/1/2021 12:30,36.79299927,-0.030225,36.384937
19/1/2021 13:00,36.72499847,0.080333333,36.358498
19/1/2021 13:30,36.73500061,-0.119733333,36.34115
19/1/2021 14:00,36.73500061,0.179186667,36.31815
19/1/2021 14:30,36.72499847,0.157828571,36.327637
19/1/2021 15:00,36.71500015,0.093,36.327896
20/1/2021 9:00,36.72999954,0,36.32186
20/1/2021 9:30,36.625,0.19412,36.31541
20/1/2021 10:00,36.50999832,0.418766667,36.30852
20/1/2021 10:30,36.61800003,0.282575,36.289467
20/1/2021 11:00,36.59590149,0.428328571,36.27378
20/1/2021 11:30,36.58440018,0.268316667,36.26694
20/1/2021 12:00,36.52999878,0.270293333,36.247944
20/1/2021 12:30,36.52500153,0.224383333,36.228985
20/1/2021 13:00,36.56560135,0.188989474,36.213226
20/1/2021 13:30,36.49499893,-0.01892,36.210224
20/1/2021 14:00,36.48789978,0.157379167,36.19012
20/1/2021 14:30,36.50999832,0.1569,36.193214
20/1/2021 15:00,36.5279007,0.181142857,36.19855
21/1/2021 9:30,36.20999908,0.11315,36.207848
21/1/2021 10:00,36.25999832,0.374766667,36.157932
21/1/2021 10:30,36.28499985,0.20368,36.13811
21/1/2021 11:00,36.3791008,0.339466667,36.109993
21/1/2021 11:30,36.30500031,-0.0459,36.116726
21/1/2021 12:00,36.26259995,-0.045333333,36.0891
21/1/2021 12:30,36.22000122,-0.041788889,36.07427
21/1/2021 13:00,36.22000122,0.3072,36.06261
21/1/2021 13:30,36.32519913,0.267416667,36.078747
21/1/2021 14:00,36.35499954,0.155811538,36.096786
21/1/2021 14:30,36.44210052,0.1164,36.10746
21/1/2021 15:00,36.40999985,0.11215,36.129406
22/1/2021 9:00,36.49000168,0.132733333,36.142902
22/1/2021 9:30,36.36000061,0.4019,36.167034
22/1/2021 10:00,36.34500122,-0.2708,36.178745
22/1/2021 10:30,36.35499954,0.42565,36.130375
22/1/2021 11:00,36.36000061,0.29996,36.154877
22/1/2021 11:30,36.56999969,-0.010746154,36.15044
22/1/2021 12:00,36.73799896,0.3281,36.1617
22/1/2021 12:30,36.69499969,0.610085714,36.232094
22/1/2021 13:00,36.74499893,0.2577,36.289978
22/1/2021 13:30,36.71500015,0.1133,36.305187
22/1/2021 14:00,36.68500137,0.242753846,36.30386
22/1/2021 14:30,36.74499893,0.142773913,36.307667
22/1/2021 15:00,36.68500137,0.252057895,36.31007
25/1/2021 9:00,36.54000092,0.23835,36.311123
25/1/2021 9:30,36.61800003,0.072783333,36.282803
25/1/2021 10:00,36.82500076,0.06638,36.261784
25/1/2021 10:30,36.95999908,0.17295,36.28683
25/1/2021 11:00,36.875,0.2821875,36.343243
25/1/2021 11:30,36.96500015,0.1308,36.380547
25/1/2021 12:00,36.96500015,0.154609091,36.40692
25/1/2021 12:30,37.02999878,-0.025742857,36.427788
25/1/2021 13:00,36.96239853,0.083776923,36.43938
25/1/2021 13:30,37,0.214878261,36.447815
25/1/2021 14:00,37.07500076,0.337155556,36.46418
25/1/2021 14:30,37.11000061,0.1582,36.48929
25/1/2021 15:00,37.18999863,0.20473125,36.496685
26/1/2021 9:00,37.27999878,-0.179578571,36.519455
26/1/2021 9:30,37.36999893,-0.235071429,36.526546
26/1/2021 10:00,37.24240112,0.08917,36.553856
26/1/2021 10:30,37.25500107,-0.19184,36.58368
26/1/2021 11:00,37.38650131,0.26714,36.58067
26/1/2021 11:30,37.27500153,0.137872727,36.631077
26/1/2021 12:00,37.34999847,0.2229,36.631145
26/1/2021 12:30,37.41500092,0.1101375,36.642174
26/1/2021 13:00,37.45999908,0.061684615,36.647903
26/1/2021 13:30,37.45500183,0.066710526,36.657307
26/1/2021 14:00,37.44499969,0.254216667,36.66556
26/1/2021 14:30,37.50500107,0.208552632,36.680744
26/1/2021 15:00,37.42499924,0.16585,36.692596
27/1/2021 9:00,37.30500031,0.1646,36.684406
27/1/2021 9:30,36.45000076,0.11315,36.656834
27/1/2021 10:00,36.40499878,-0.098914286,36.490906
27/1/2021 10:30,36.37789917,0.228825,36.337856
27/1/2021 11:00,36.61000061,0.5719,36.240276
27/1/2021 11:30,36.38499832,0.269527273,36.222656
27/1/2021 12:00,36.40999985,0.0293125,36.16716
27/1/2021 12:30,36.40800095,0.250978947,36.129948
27/1/2021 13:00,36.39500046,-0.07715,36.12779
